item_no,colour,gender_description,brand,product_group,min_age,max_age
7559724264225498680,grey,boys,adidas,shorts,3.0,14.0
-8648036621332256882,blue,unisex,tartine et chocolat,dresses,0.125,3.0
-5087535787698084464,pink,unisex,the campamento,bottoms,1.0,12.0
5203125033826007504,navy,girls,mayoral,clothing sets,1.0,9.0
-3469737379211537383,brown,unisex,weekend house kids,tops,2.0,12.0
778169829714750109,pink,unisex,filibabba,bedding,,
5729798584268332612,green,boys,lindberg,swimwear and coverups,0.625,10.0
3102223254386317989,yellow,unisex,reima,coveralls,1.0,14.0
7465402153222857102,pink,unisex,a happy brand,bottoms,1.0,10.0
5699964414546665206,white,unisex,petit bateau,clothing sets,0.125,0.875
-683427868060149504,blue,unisex,superfit,trainers,0.875,6.0
2661289454060375660,cream,girls,fub,dresses,0.125,2.0
-7952525894794434882,red,boys,petit bateau,all in ones,0.125,2.0
-3989380297809944764,black,girls,balmain,dresses,5.0,14.0
-4140811243044067370,green,unisex,skip hop,stroller accessories,,
-6398268909057526407,red,unisex,kenzo,jumpers and knitwear,3.0,14.0
3516094157016749536,blue,unisex,aden + anais,textile,,
6703089772002954915,black,boys,msgm,jumpers and knitwear,3.0,14.0
6127697389921152734,cream,unisex,cam cam,baby changing,,
5943395095084221904,grey,boys,adidas,clothing sets,2.0,8.0
-4719764247697465719,navy,boys,bonpoint,jumpers and knitwear,3.0,14.0
-6354020312305731404,red,unisex,stokke,furniture,,
-81212153777651592,grey,unisex,bugaboo,strollers,,
-1126896076059963295,yellow,unisex,reima,coats and jackets,1.0,10.0
5263673174393950569,red,unisex,jox,textile,,
1247882596875956755,cream,unisex,bobo choses,belts,,
-7675030555464248263,white,boys,the marc jacobs,tops,3.0,14.0
-4862717855358346772,blue,boys,aden + anais,textile,,
1244988204873463598,navy,boys,nike,bottoms,5.0,14.0
2803295516489427145,purple,unisex,frugi,bottoms,0.125,10.0
-3884394783830788405,yellow,unisex,kuling,headwear,0.125,0.125
6652555302347727695,pink,unisex,a happy brand,shorts,0.625,10.0
-4688458113073628534,white,unisex,the campamento,tops,1.0,12.0
-4215388890359656966,pink,girls,mayoral,bottoms,1.0,9.0
-8326770437504727832,cream,unisex,oeuf,hair accessories,1.0,4.0
-7923740362062039681,pink,girls,burberry,coats and jackets,0.375,2.0
-1872025246095608529,pink,girls,dolly by le petit tom,tops,0.125,8.0
3107905710522916491,red,boys,no.21,tops,3.0,14.0
-1271574871112092038,grey,boys,boss,tops,3.0,14.0
-668563431405539761,purple,unisex,skip hop,flasks and water bottles,,
3810716828372984407,cream,unisex,liewood,flasks and water bottles,,
4097044852907143678,grey,girls,jacadi,dresses,2.0,12.0
-422874401718908355,grey,boys,catimini,tops,0.375,4.0
8421782105219380696,blue,girls,monnalisa,bottoms,3.0,10.0
7259448533349036577,blue,girls,moncler,bottoms,5.0,14.0
7048042110505983546,navy,girls,petit bateau,coveralls,0.125,2.0
-3908889106124064492,yellow,unisex,celavi,all in ones,0.125,4.0
3928682744521006359,black,girls,petit bateau,bottoms,2.0,12.0
6167916433466675294,grey,boys,stella mccartney kids,trainers,4.0,14.0
-2030980991726372186,blue,boys,boss,tops,0.875,3.0
-946481121640843207,pink,girls,adidas,trainers,0.625,12.0
5535378137996012668,brown,unisex,mainio,headwear,1.0,11.0
-7829204140280811824,navy,unisex,lillelam,all in ones,0.125,2.0
-1732882697275902781,black,unisex,silver cross,strollers,,
-6555984307766794136,green,unisex,didriksons,fleeces and midlayers,0.875,10.0
6802139966323690484,black,unisex,beau loves,coats and jackets,3.0,14.0
8785571797188368810,blue,girls,nadadelazos,swimwear and coverups,1.0,10.0
-2424391632318450756,green,boys,molo,coats and jackets,7.0,14.0
-178839178773316300,purple,girls,wheat,gloves and mittens,0.875,8.0
-3888743039439275433,blue,girls,caroline bosmans,skirts,3.0,10.0
-5511413264394032345,pink,girls,reebok,trainers,3.0,14.0
4367694668772401491,white,unisex,nibbling,baby feeding,,
1188226151155692311,blue,boys,joha,jumpers and knitwear,0.875,7.0
3948544000405972684,blue,girls,garcia,bottoms,1.0,9.0
2545715283743342070,white,boys,tommy hilfiger,tops,9.0,14.0
-4840767084731030838,black,boys,boss,jumpers and knitwear,3.0,14.0
2994010405310681616,beige,girls,joha,underwear,1.0,12.0
8305437644930238788,pink,unisex,reima,headwear,0.125,0.125
-7753320963233369094,blue,girls,molo,dresses,2.0,14.0
5231842253541644894,pink,unisex,mini rodini,bottoms,1.0,11.0
6158280906014393167,blue,boys,adidas,tops,2.0,14.0
-8103599345425797978,white,girls,ralph lauren,jumpers and knitwear,6.0,14.0
435505196162875605,white,unisex,adidas,trainers,0.125,2.0
-3869589736265682024,white,boys,lacoste,tops,0.875,14.0
-86522105839768545,black,unisex,thule,stroller accessories,,
-4657130008696354028,white,unisex,diesel,tops,7.0,14.0
6891111269217239372,pink,girls,oeuf,dresses,1.0,7.0
6776771980231205980,grey,unisex,thule,stroller accessories,,
-5689336001572647922,black,unisex,britax,stroller accessories,,
-1174097340753868379,orange,girls,mayoral,clothing sets,7.0,14.0
-1601419350765032501,grey,unisex,nuna,car seats,,
1865400517343390554,pink,girls,tartine et chocolat,all in ones,0.125,2.0
4308427682445793882,white,unisex,marmar copenhagen,all in ones,0.125,2.0
3499728151902096936,yellow,girls,soft gallery,swimwear and coverups,2.0,14.0
9167911770198630141,black,girls,calvin klein jeans,jumpers and knitwear,3.0,14.0
5920708956285666254,red,boys,ebbe kids,jumpers and knitwear,3.0,12.0
8993074941732927728,blue,unisex,mini a ture,headwear,0.125,3.0
7130351900576901177,pink,unisex,weekend house kids,tops,2.0,12.0
7921291090927936644,red,girls,pippi långstrump,underwear,1.0,8.0
8490107731621319721,green,unisex,easygrow,bedding,,
6622601212644429326,blue,unisex,liewood,lunch boxes and containers,,
-7160851966519371612,beige,unisex,hape,first toys and baby toys,1.0,6.0
7467295982092196774,red,unisex,reima,boots,1.0,12.0
6796307665277432504,cream,unisex,sophie the giraffe,first toys and baby toys,0.125,0.875
4082115434225702731,white,girls,jacadi,clothing sets,0.125,0.875
3841190490393662761,yellow,unisex,mini a ture,coats and jackets,0.875,6.0
-5881039376066414568,grey,unisex,stella mccartney kids,jumpers and knitwear,0.875,3.0
-7544827159061040652,green,unisex,hunter,boots,5.0,12.0
-7762286127321036514,grey,unisex,mp,underwear,0.125,3.0
5598282974226547474,blue,boys,adidas,trainers,4.0,14.0
-1276415198384610034,grey,unisex,bensimon,trainers,2.0,12.0
3191711077782061313,cream,unisex,stoy,bicycles and other vehicles,4.0,6.0
-1430957032075148118,blue,boys,calvin klein jeans,coats and jackets,9.0,14.0
2206361752790329507,yellow,boys,carrément beau,jumpers and knitwear,0.375,2.0
8274891835885580783,green,boys,nike,clothing sets,0.875,7.0
4868735744893100223,yellow,girls,liewood,swimwear and coverups,0.875,9.0
-2358698502984444628,silver,girls,jacadi,sandals,0.375,3.0
-5565841417885352342,cream,girls,petit bateau,tops,0.375,3.0
-1771215137128910030,black,unisex,superfit,sandals,3.0,12.0
-654828379148688248,white,boys,ikks,tops,2.0,14.0
-1233615797838086070,blue,boys,småfolk,coats and jackets,0.875,8.0
-1148607996758163483,white,girls,frugi,nightwear,1.0,10.0
2071728439564932634,red,girls,gap,dresses,0.625,5.0
2803062076947108635,grey,unisex,lindberg,coveralls,0.875,4.0
-6087574768181824901,brown,unisex,celavi,clothing sets,0.875,9.0
3198722233035939972,white,girls,champion,clothing sets,2.0,14.0
-7409653372961052378,cream,unisex,louise misha,jumpers and knitwear,1.0,10.0
1905607695412127637,pink,girls,mini rodini,coats and jackets,0.875,11.0
5366572433911757864,pink,unisex,hust&claire,all in ones,0.125,0.625
3574789462523252536,white,girls,moschino kid-teen,tops,0.875,3.0
9056082769990379358,black,girls,hype,coats and jackets,2.0,14.0
-5257521680205031627,blue,boys,tartine et chocolat,tops,0.375,3.0
7680724747393191012,blue,boys,petit bateau,nightwear,1.0,12.0
-6973317118188518779,black,boys,nike,trainers,3.0,14.0
1130421254860885376,pink,girls,hatley,swimwear and coverups,0.125,2.0
-6448956687545392108,orange,unisex,liewood,textile,,
-8289577322186450016,navy,unisex,silver cross,strollers,,
-8521109659312266142,red,girls,molo,headwear,0.875,5.0
-2993562505888634605,black,girls,how to kiss a frog,shorts,2.0,14.0
3988414228654767865,grey,boys,molo,tops,1.0,12.0
-1952738947234710055,white,unisex,beau loves,jumpers and knitwear,1.0,14.0
2878100833445107487,black,unisex,burberry,trainers,4.0,10.0
1725057542156645220,black,girls,molo,bottoms,2.0,14.0
6201965796482354734,pink,girls,marmar copenhagen,bottoms,1.0,10.0
-4403754363317792041,pink,girls,soft gallery,jumpers and knitwear,1.0,14.0
-678056500503562284,navy,boys,ebbe kids,tops,1.0,14.0
-5994300953401937773,grey,boys,puma,trainers,9.0,14.0
5599567094541965324,black,girls,dkny,dresses,3.0,14.0
3481211342128535667,cream,girls,bebe organic,headwear,0.875,2.0
5831006383208908962,yellow,boys,garcia,tops,1.0,9.0
7361307398740657402,black,boys,levis kids,coats and jackets,1.0,14.0
-8516250185523749551,white,girls,the marc jacobs,dresses,0.125,2.0
-675231806622779046,red,boys,levis kids,jumpers and knitwear,3.0,14.0
3157429271310793897,pink,girls,sonia rykiel,swimwear and coverups,3.0,14.0
6559100690823205874,beige,unisex,kuling,headwear,0.125,5.0
5670299219035672281,blue,unisex,monnalisa,bottoms,5.0,14.0
2930890770811570875,yellow,girls,the animals observatory,tops,1.0,14.0
5472662012219095730,navy,girls,billieblush,jumpers and knitwear,1.0,14.0
-6135819431625132228,pink,girls,petit bateau,tops,1.0,12.0
-7489960854154521238,black,boys,geox,shoes,5.0,14.0
4480556364522055894,blue,girls,bobo choses,skirts,1.0,11.0
-1455850466023891712,pink,unisex,buddy & hope,baby feeding,,
-1268636448255638371,pink,girls,joules,sandals,3.0,11.0
-340171646234597091,white,boys,lacoste,tops,1.0,14.0
-674772203428436602,navy,girls,ebbe kids,all in ones,0.125,2.0
-2897931361856402204,black,boys,ralph lauren,coats and jackets,7.0,14.0
3252366955353462132,green,unisex,celavi,all in ones,0.125,4.0
-6268331539651012415,white,girls,kenzo,all in ones,0.125,2.0
866850289623317932,white,unisex,kavat,shoes,5.0,14.0
-2927419291280693295,black,girls,kenzo,jumpers and knitwear,2.0,14.0
-9153331857886557692,navy,unisex,viking,boots,0.875,14.0
-1067218585483259122,cream,girls,búho,dresses,2.0,10.0
6387858936684692722,silver,girls,sophia webster mini,sandals,0.875,6.0
-8898519220962398711,white,boys,adidas,trainers,0.875,5.0
5574082957495617247,purple,boys,jacadi,bottoms,3.0,10.0
-1287899155480444149,pink,girls,sunuva,swimwear and coverups,0.875,4.0
4102896466589215093,pink,unisex,lorena canals,textile,,
8391655908200018881,black,girls,michael kors,trainers,2.0,6.0
-4027964816121632258,pink,girls,hust&claire,dresses,0.375,2.0
1748019323280146997,navy,boys,ebbe kids,coats and jackets,3.0,12.0
-8212487581571286667,black,girls,little creative factory,coats and jackets,1.0,14.0
5005507261247982727,white,boys,petit bateau,all in ones,0.125,3.0
-6881638706802904806,yellow,unisex,hape,first toys and baby toys,2.0,10.0
-2486102671800950077,black,unisex,britax,stroller accessories,,
-683101310738993381,pink,girls,1+ in the family,all in ones,0.125,2.0
2168604477662792579,red,unisex,brio,dolls and doll houses,2.0,6.0
-497518233951455683,black,girls,burberry,dresses,1.0,2.0
-2735712472482006397,black,unisex,nike,trainers,0.875,5.0
2112716529816118641,black,girls,nike,clothing sets,0.875,2.0
6722136590034038533,grey,boys,moncler,jumpers and knitwear,3.0,14.0
8261874673204803638,white,unisex,fub,jumpers and knitwear,1.0,9.0
-3220262514798685783,beige,unisex,watt & veke,lighting,,
6340508556785858215,white,unisex,elodie,baby feeding,,
4739141696138864136,black,unisex,sorel,boots,3.0,7.0
4042336979049558765,green,boys,a monday in copenhagen,shorts,1.0,14.0
-8484213067649414986,yellow,unisex,motormax,vehicles,2.0,10.0
7132741087639638247,blue,unisex,christina rohde,dresses,3.0,14.0
-2722594727212771844,black,unisex,diesel,coats and jackets,3.0,14.0
3966091185352756321,navy,unisex,falke,underwear,0.625,14.0
-6167684616925234613,blue,boys,gullkorn design,tops,1.0,10.0
-8990472776532828250,black,boys,stella mccartney kids,shorts,1.0,14.0
-1821343184351077674,pink,girls,mini a ture,coats and jackets,0.875,6.0
-1644489872256845600,red,unisex,micro,bicycles and other vehicles,2.0,8.0
2627465403781774096,navy,boys,diesel,tops,0.375,14.0
2635973913663922926,red,unisex,lelin,puzzles,2.0,10.0
3134555795253695307,grey,unisex,micki,first toys and baby toys,1.0,6.0
-5823936972421718766,multi color,unisex,tommee tippee,baby feeding,,
-8084863919730338491,purple,unisex,minymo,all in ones,0.125,2.0
3546025968787640205,green,boys,joha,all in ones,-1.0,0.875
7824268437851294685,black,unisex,kuling,trainers,3.0,10.0
-7046904384459141092,brown,girls,enfant,tops,0.375,8.0
6649107576266334453,white,boys,boss,tops,0.375,3.0
8610160141594118010,brown,unisex,kuling,clothing sets,1.0,12.0
9177008998507290989,black,girls,hype,bottoms,6.0,14.0
-217276566965837371,grey,unisex,besafe,car seats,,
-1295160963579890673,pink,girls,petit bateau,dresses,0.375,3.0
-4842143912255066182,brown,girls,molo,bottoms,3.0,14.0
5990127115792089850,white,unisex,elodie,stroller accessories,,
-849113112344361427,blue,unisex,liewood,baby feeding,,
2463070165650432041,pink,girls,monnalisa,headwear,1.0,10.0
-5301512157499073096,blue,boys,catimini,headwear,0.125,0.125
9101172537544676495,pink,girls,petit bateau,underwear,0.125,1.0
2482334209878916153,yellow,unisex,aigle,boots,2.0,8.0
-5925165981194188146,pink,unisex,aigle,boots,2.0,8.0
-4750652322916035769,yellow,girls,levis kids,jumpers and knitwear,2.0,14.0
-985715392239025489,black,girls,poivre blanc,baselayers,7.0,14.0
-6476951845119778220,green,unisex,acne studios,tops,2.0,10.0
3592420466857362141,red,unisex,weekend house kids,jumpers and knitwear,2.0,12.0
-1088497020008538375,brown,unisex,sproet and sprout,all in ones,0.375,10.0
4677695999874689695,pink,girls,pom dapi,boots,0.375,1.0
-6145728564904229434,grey,unisex,melissa & doug,building blocks and constructi,2.0,10.0
7497682920905882155,green,unisex,design letters,tableware,,
-1797303201703233818,yellow,unisex,reima,coveralls,0.625,3.0
7568218416516650108,grey,girls,the marc jacobs,jumpers and knitwear,3.0,14.0
2264134197915355666,pink,girls,young soles,sandals,2.0,10.0
4446026327942584327,pink,girls,jacadi,jumpers and knitwear,2.0,12.0
-8951789164703959234,grey,boys,ralph lauren,tops,0.125,2.0
-8000521978335568698,black,boys,geox,boots,2.0,14.0
-1047989677601813925,white,boys,boss,tops,3.0,14.0
-6424065120813222069,pink,girls,bobo choses,tops,0.375,3.0
-417335396320943070,blue,boys,molo,tops,1.0,14.0
4804077779627713925,grey,unisex,joolz,strollers,,
1355889434855506670,pink,girls,a monday in copenhagen,shorts,1.0,14.0
922336615546486673,yellow,unisex,buddy & hope,stroller accessories,,
-8193256562904956068,grey,unisex,mini rodini,all in ones,0.125,2.0
-4002912161191959278,black,unisex,stokke,furniture,,
-5681169065119219282,brown,unisex,camper,boots,3.0,12.0
-7707767238587099567,yellow,unisex,barcelona fc,sporting replica,5.0,14.0
126299281472496962,navy,girls,bonpoint,all in ones,0.875,3.0
6813538678483007626,black,unisex,besafe,car seats,,
1414726985479284339,pink,girls,lindberg,coveralls,1.0,10.0
897749753875261697,navy,boys,gant,tops,2.0,8.0
-4340934095379987769,orange,unisex,done by deer,first toys and baby toys,,
-3683244013185112205,pink,unisex,ebbe kids,bottoms,0.125,2.0
6961396713208061095,navy,girls,mayoral,tops,0.375,3.0
1641361195841480145,brown,unisex,beau loves,jumpers and knitwear,1.0,14.0
3007297852025919311,blue,boys,petit bateau,nightwear,1.0,12.0
7424372767350805626,pink,girls,petit bateau,nightwear,3.0,12.0
6843700668403157380,navy,boys,perfect moment,coats and jackets,5.0,14.0
-2674755574265750685,navy,boys,camper,trainers,0.875,4.0
8798233339965729818,blue,unisex,spyder,underwear,3.0,6.0
-5942517950309082910,brown,unisex,liewood,textile,,
-6934549182442047034,white,unisex,joha,all in ones,0.125,0.625
6351185888492509594,green,unisex,tommy hilfiger,jumpers and knitwear,2.0,14.0
-3926856706500033193,blue,girls,jellymade,dresses,1.0,14.0
-4549145998337034093,green,boys,molo,bottoms,3.0,14.0
2763294852522910240,beige,unisex,sebra,dolls and doll houses,,
2561926368189163775,beige,girls,burberry,coats and jackets,1.0,2.0
2401452196444712627,brown,girls,celavi,boots,0.875,5.0
-4075536513529630205,orange,boys,ralph lauren,tops,1.0,14.0
-8999694765001789744,blue,boys,molo,belts,,
-5161270345572132521,black,unisex,jem + bea,stroller accessories,,
8155379532251728709,pink,girls,nike,clothing sets,1.0,7.0
1102985922485247598,white,girls,collégien,underwear,0.875,12.0
5760271834009677610,pink,girls,tommy hilfiger,tops,1.0,14.0
7817143188095870553,black,girls,hunter,boots,0.875,8.0
-482439416250033495,beige,unisex,rice a/s,storage,,
-417847099786617036,blue,boys,pom dapi,sandals,0.875,6.0
4810301619754529836,grey,unisex,ergobaby,carriers and slings,,
-3441208654532471670,grey,unisex,wynken,headwear,1.0,9.0
-1221088963385068231,blue,girls,pom dapi,boots,2.0,8.0
6464094241964113973,black,girls,paade mode,bottoms,3.0,12.0
4066845034912144694,blue,unisex,rice a/s,tableware,,
4518304538387189603,red,girls,timberland,sandals,1.0,8.0
-4341458717088431081,blue,unisex,kuling,clothing sets,0.625,12.0
6019956447434630694,pink,unisex,minymo,tops,0.125,2.0
-1078361427501392142,brown,girls,billieblush,boots,2.0,12.0
6585603925454730,pink,unisex,design letters,tableware,,
-5172248524978956483,blue,unisex,reima,coveralls,0.625,3.0
4946424664672152633,black,unisex,reima,coats and jackets,2.0,10.0
-153118326970381971,white,unisex,karl lagerfeld kids,baby feeding,,
1446740926189537254,blue,unisex,il gufo,shorts,3.0,14.0
-6376895864048029167,beige,boys,burberry,shorts,2.0,14.0
5382651215986597722,white,unisex,boss,tops,3.0,14.0
4756526448540838410,navy,girls,le chic,coats and jackets,2.0,14.0
5267263621298399705,white,boys,moschino kid-teen,tops,3.0,14.0
1588661597402029926,navy,boys,mayoral,bottoms,1.0,9.0
